database_name	LIPIDMAPS
database_version	18Mar14
254.224581	C16H30O2	LMFA01030267
252.20893	C16H28O2	LMFA01030268
252.20893	C16H28O2	LMFA01030269
252.20893	C16H28O2	LMFA01030270
252.20893	C16H28O2	LMFA01030271
252.20893	C16H28O2	LMFA01030272
252.20893	C16H28O2	LMFA01030273
252.20893	C16H28O2	LMFA01030274
252.20893	C16H28O2	LMFA01030275
248.17763	C16H24O2	LMFA01030277
248.17763	C16H24O2	LMFA01030278
248.17763	C16H24O2	LMFA01030279
248.17763	C16H24O2	LMFA01030280
268.240231	C17H32O2	LMFA01030282
268.240231	C17H32O2	LMFA01030283
268.240231	C17H32O2	LMFA01030284
268.240231	C17H32O2	LMFA01030285
268.240231	C17H32O2	LMFA01030286
268.240231	C17H32O2	LMFA01030287
268.240231	C17H32O2	LMFA01030288
268.240231	C17H32O2	LMFA01030289
282.255881	C18H34O2	LMFA01030290
282.255881	C18H34O2	LMFA01030291
282.255881	C18H34O2	LMFA01030292
282.255881	C18H34O2	LMFA01030293
282.255881	C18H34O2	LMFA01030294
282.255881	C18H34O2	LMFA01030295
282.255881	C18H34O2	LMFA01030296
280.240231	C18H32O2	LMFA01030297
280.240231	C18H32O2	LMFA01030298
280.240231	C18H32O2	LMFA01030299
280.240231	C18H32O2	LMFA01030300
280.240231	C18H32O2	LMFA01030301
280.240231	C18H32O2	LMFA01030302
280.240231	C18H32O2	LMFA01030303
280.240231	C18H32O2	LMFA01030304
280.240231	C18H32O2	LMFA01030305
280.240231	C18H32O2	LMFA01030306
280.240231	C18H32O2	LMFA01030307
280.240231	C18H32O2	LMFA01030308
280.240231	C18H32O2	LMFA01030309
280.240231	C18H32O2	LMFA01030310
280.240231	C18H32O2	LMFA01030311
280.240231	C18H32O2	LMFA01030312
280.240231	C18H32O2	LMFA01030313
280.240231	C18H32O2	LMFA01030314
280.240231	C18H32O2	LMFA01030315
280.240231	C18H32O2	LMFA01030316
280.240231	C18H32O2	LMFA01030317
280.240231	C18H32O2	LMFA01030318
280.240231	C18H32O2	LMFA01030319
280.240231	C18H32O2	LMFA01030320
280.240231	C18H32O2	LMFA01030321
280.240231	C18H32O2	LMFA01030322
280.240231	C18H32O2	LMFA01030323
280.240231	C18H32O2	LMFA01030324
280.240231	C18H32O2	LMFA01030325
280.240231	C18H32O2	LMFA01030326
280.240231	C18H32O2	LMFA01030327
280.240231	C18H32O2	LMFA01030328
280.240231	C18H32O2	LMFA01030329
280.240231	C18H32O2	LMFA01030330
280.240231	C18H32O2	LMFA01030331
280.240231	C18H32O2	LMFA01030332
280.240231	C18H32O2	LMFA01030333
280.240231	C18H32O2	LMFA01030334
280.240231	C18H32O2	LMFA01030335
280.240231	C18H32O2	LMFA01030336
280.240231	C18H32O2	LMFA01030337
280.240231	C18H32O2	LMFA01030338
278.224581	C18H30O2	LMFA01030339
278.224581	C18H30O2	LMFA01030341
278.224581	C18H30O2	LMFA01030342
278.224581	C18H30O2	LMFA01030343
278.224581	C18H30O2	LMFA01030344
278.224581	C18H30O2	LMFA01030345
278.224581	C18H30O2	LMFA01030346
278.224581	C18H30O2	LMFA01030347
278.224581	C18H30O2	LMFA01030348
278.224581	C18H30O2	LMFA01030349
278.224581	C18H30O2	LMFA01030350
278.224581	C18H30O2	LMFA01030351
278.224581	C18H30O2	LMFA01030352
278.224581	C18H30O2	LMFA01030353
276.20893	C18H28O2	LMFA01030354
276.20893	C18H28O2	LMFA01030355
276.20893	C18H28O2	LMFA01030356
276.20893	C18H28O2	LMFA01030357
276.20893	C18H28O2	LMFA01030358
274.19328	C18H26O2	LMFA01030359
274.19328	C18H26O2	LMFA01030360
296.271531	C19H36O2	LMFA01030361
296.271531	C19H36O2	LMFA01030362
296.271531	C19H36O2	LMFA01030363
296.271531	C19H36O2	LMFA01030364
294.255881	C19H34O2	LMFA01030365
310.287181	C20H38O2	LMFA01030366
310.287181	C20H38O2	LMFA01030367
310.287181	C20H38O2	LMFA01030368
310.287181	C20H38O2	LMFA01030369
310.287181	C20H38O2	LMFA01030370
310.287181	C20H38O2	LMFA01030371
310.287181	C20H38O2	LMFA01030372
308.271531	C20H36O2	LMFA01030373
308.271531	C20H36O2	LMFA01030374
308.271531	C20H36O2	LMFA01030375
308.271531	C20H36O2	LMFA01030376
308.271531	C20H36O2	LMFA01030377
306.255881	C20H34O2	LMFA01030378
306.255881	C20H34O2	LMFA01030379
306.255881	C20H34O2	LMFA01030380
306.255881	C20H34O2	LMFA01030381
306.255881	C20H34O2	LMFA01030382
306.255881	C20H34O2	LMFA01030383
306.255881	C20H34O2	LMFA01030384
306.255881	C20H34O2	LMFA01030385
306.255881	C20H34O2	LMFA01030386
306.255881	C20H34O2	LMFA01030388
304.240231	C20H32O2	LMFA01030389
304.240231	C20H32O2	LMFA01030390
304.240231	C20H32O2	LMFA01030391
304.240231	C20H32O2	LMFA01030392
304.240231	C20H32O2	LMFA01030393
304.240231	C20H32O2	LMFA01030394
304.240231	C20H32O2	LMFA01030395
302.224581	C20H30O2	LMFA01030396
302.224581	C20H30O2	LMFA01030397
324.302831	C21H40O2	LMFA01030398
322.287181	C21H38O2	LMFA01030399
338.318481	C22H42O2	LMFA01030400
338.318481	C22H42O2	LMFA01030401
338.318481	C22H42O2	LMFA01030402
338.318481	C22H42O2	LMFA01030403
338.318481	C22H42O2	LMFA01030404
336.302831	C22H40O2	LMFA01030405
336.302831	C22H40O2	LMFA01030406
334.287181	C22H38O2	LMFA01030407
334.287181	C22H38O2	LMFA01030408
334.287181	C22H38O2	LMFA01030409
334.287181	C22H38O2	LMFA01030410
334.287181	C22H38O2	LMFA01030411
352.334131	C23H44O2	LMFA01030412
352.334131	C23H44O2	LMFA01030413
352.334131	C23H44O2	LMFA01030414
352.334131	C23H44O2	LMFA01030415
352.334131	C23H44O2	LMFA01030416
364.334131	C24H44O2	LMFA01030417
380.365431	C25H48O2	LMFA01030418
380.365431	C25H48O2	LMFA01030419
380.365431	C25H48O2	LMFA01030420
380.365431	C25H48O2	LMFA01030421
394.381081	C26H50O2	LMFA01030422
394.381081	C26H50O2	LMFA01030423
392.365431	C26H48O2	LMFA01030424
392.365431	C26H48O2	LMFA01030425
390.349781	C26H46O2	LMFA01030426
390.349781	C26H46O2	LMFA01030427
390.349781	C26H46O2	LMFA01030428
390.349781	C26H46O2	LMFA01030429
408.396731	C27H52O2	LMFA01030430
422.412381	C28H54O2	LMFA01030431
422.412381	C28H54O2	LMFA01030432
422.412381	C28H54O2	LMFA01030433
168.11503	C10H16O2	LMFA01030440
140.08373	C8H12O2	LMFA01030441
140.08373	C8H12O2	LMFA01030442
156.11503	C9H16O2	LMFA01030443
156.11503	C9H16O2	LMFA01030444
156.11503	C9H16O2	LMFA01030445
156.11503	C9H16O2	LMFA01030446
154.09938	C9H14O2	LMFA01030447
154.09938	C9H14O2	LMFA01030448
154.09938	C9H14O2	LMFA01030449
154.09938	C9H14O2	LMFA01030450
112.05243	C6H8O2	LMFA01030451
128.08373	C7H12O2	LMFA01030452
280.240231	C18H32O2	LMFA01030453
280.240231	C18H32O2	LMFA01030454
280.240231	C18H32O2	LMFA01030455
164.08373	C10H12O2	LMFA01030456
168.11503	C10H16O2	LMFA01030457
168.11503	C10H16O2	LMFA01030458
168.11503	C10H16O2	LMFA01030459
168.11503	C10H16O2	LMFA01030460
168.11503	C10H16O2	LMFA01030461
168.11503	C10H16O2	LMFA01030462
168.11503	C10H16O2	LMFA01030463
192.11503	C12H16O2	LMFA01030464
188.08373	C12H12O2	LMFA01030465
196.14633	C12H20O2	LMFA01030466
196.14633	C12H20O2	LMFA01030467
196.14633	C12H20O2	LMFA01030468
196.14633	C12H20O2	LMFA01030469
196.14633	C12H20O2	LMFA01030470
196.14633	C12H20O2	LMFA01030471
196.14633	C12H20O2	LMFA01030472
196.14633	C12H20O2	LMFA01030473
196.14633	C12H20O2	LMFA01030474
262.19328	C17H26O2	LMFA01030475
262.19328	C17H26O2	LMFA01030476
262.19328	C17H26O2	LMFA01030477
262.19328	C17H26O2	LMFA01030478
258.16198	C17H22O2	LMFA01030479
268.240231	C17H32O2	LMFA01030480
268.240231	C17H32O2	LMFA01030481
264.20893	C17H28O2	LMFA01030482
266.224581	C17H30O2	LMFA01030483
266.224581	C17H30O2	LMFA01030484
266.224581	C17H30O2	LMFA01030485
266.224581	C17H30O2	LMFA01030486
266.224581	C17H30O2	LMFA01030487
126.06808	C7H10O2	LMFA01030488
126.06808	C7H10O2	LMFA01030489
126.06808	C7H10O2	LMFA01030490
248.17763	C16H24O2	LMFA01030491
248.17763	C16H24O2	LMFA01030492
248.17763	C16H24O2	LMFA01030493
252.20893	C16H28O2	LMFA01030494
252.20893	C16H28O2	LMFA01030495
252.20893	C16H28O2	LMFA01030496
252.20893	C16H28O2	LMFA01030497
112.05243	C6H8O2	LMFA01030498
112.05243	C6H8O2	LMFA01030499
112.05243	C6H8O2	LMFA01030500
290.224581	C19H30O2	LMFA01030501
286.19328	C19H26O2	LMFA01030502
294.255881	C19H34O2	LMFA01030503
154.09938	C9H14O2	LMFA01030504
154.09938	C9H14O2	LMFA01030505
154.09938	C9H14O2	LMFA01030506
154.09938	C9H14O2	LMFA01030507
154.09938	C9H14O2	LMFA01030508
154.09938	C9H14O2	LMFA01030509
272.17763	C18H24O2	LMFA01030510
276.20893	C18H28O2	LMFA01030511
276.20893	C18H28O2	LMFA01030512
276.20893	C18H28O2	LMFA01030513
276.20893	C18H28O2	LMFA01030514
276.20893	C18H28O2	LMFA01030515
276.20893	C18H28O2	LMFA01030516
276.20893	C18H28O2	LMFA01030517
276.20893	C18H28O2	LMFA01030518
276.20893	C18H28O2	LMFA01030519
276.20893	C18H28O2	LMFA01030520
276.20893	C18H28O2	LMFA01030521
276.20893	C18H28O2	LMFA01030522
276.20893	C18H28O2	LMFA01030523
276.20893	C18H28O2	LMFA01030524
276.20893	C18H28O2	LMFA01030525
276.20893	C18H28O2	LMFA01030526
276.20893	C18H28O2	LMFA01030527
276.20893	C18H28O2	LMFA01030528
276.20893	C18H28O2	LMFA01030529
276.20893	C18H28O2	LMFA01030530
276.20893	C18H28O2	LMFA01030531
276.20893	C18H28O2	LMFA01030532
276.20893	C18H28O2	LMFA01030533
276.20893	C18H28O2	LMFA01030534
276.20893	C18H28O2	LMFA01030535
276.20893	C18H28O2	LMFA01030536
276.20893	C18H28O2	LMFA01030537
276.20893	C18H28O2	LMFA01030538
276.20893	C18H28O2	LMFA01030539
276.20893	C18H28O2	LMFA01030540
276.20893	C18H28O2	LMFA01030541
276.20893	C18H28O2	LMFA01030542
276.20893	C18H28O2	LMFA01030543
276.20893	C18H28O2	LMFA01030544
276.20893	C18H28O2	LMFA01030545
276.20893	C18H28O2	LMFA01030546
276.20893	C18H28O2	LMFA01030547
276.20893	C18H28O2	LMFA01030548
276.20893	C18H28O2	LMFA01030549
276.20893	C18H28O2	LMFA01030550
276.20893	C18H28O2	LMFA01030551
276.20893	C18H28O2	LMFA01030552
272.17763	C18H24O2	LMFA01030553
272.17763	C18H24O2	LMFA01030554
272.17763	C18H24O2	LMFA01030555
274.19328	C18H26O2	LMFA01030556
274.19328	C18H26O2	LMFA01030557
274.19328	C18H26O2	LMFA01030558
230.13068	C15H18O2	LMFA01030559
278.224581	C18H30O2	LMFA01030560
278.224581	C18H30O2	LMFA01030561
278.224581	C18H30O2	LMFA01030562
280.240231	C18H32O2	LMFA01030563
280.240231	C18H32O2	LMFA01030564
280.240231	C18H32O2	LMFA01030565
280.240231	C18H32O2	LMFA01030566
280.240231	C18H32O2	LMFA01030567
280.240231	C18H32O2	LMFA01030568
280.240231	C18H32O2	LMFA01030569
280.240231	C18H32O2	LMFA01030570
280.240231	C18H32O2	LMFA01030571
280.240231	C18H32O2	LMFA01030572
280.240231	C18H32O2	LMFA01030573
280.240231	C18H32O2	LMFA01030574
280.240231	C18H32O2	LMFA01030575
142.09938	C8H14O2	LMFA01030576
140.08373	C8H12O2	LMFA01030577
140.08373	C8H12O2	LMFA01030578
182.094295	C10H14O3	LMFA01030579
240.20893	C15H28O2	LMFA01030580
238.19328	C15H26O2	LMFA01030581
238.19328	C15H26O2	LMFA01030582
216.11503	C14H16O2	LMFA01030583
224.17763	C14H24O2	LMFA01030584
224.17763	C14H24O2	LMFA01030585
224.17763	C14H24O2	LMFA01030586
224.17763	C14H24O2	LMFA01030587
224.17763	C14H24O2	LMFA01030588
224.17763	C14H24O2	LMFA01030589
224.17763	C14H24O2	LMFA01030590
224.17763	C14H24O2	LMFA01030591
224.17763	C14H24O2	LMFA01030592
224.17763	C14H24O2	LMFA01030593
224.17763	C14H24O2	LMFA01030594
212.17763	C13H24O2	LMFA01030595
210.16198	C13H22O2	LMFA01030596
210.16198	C13H22O2	LMFA01030597
210.16198	C13H22O2	LMFA01030598
210.16198	C13H22O2	LMFA01030599
210.16198	C13H22O2	LMFA01030600
210.16198	C13H22O2	LMFA01030601
210.16198	C13H22O2	LMFA01030602
210.16198	C13H22O2	LMFA01030603
210.16198	C13H22O2	LMFA01030604
210.16198	C13H22O2	LMFA01030605
184.14633	C11H20O2	LMFA01030606
184.14633	C11H20O2	LMFA01030608
184.14633	C11H20O2	LMFA01030609
182.13068	C11H18O2	LMFA01030610
182.13068	C11H18O2	LMFA01030611
182.13068	C11H18O2	LMFA01030612
182.13068	C11H18O2	LMFA01030613
182.13068	C11H18O2	LMFA01030614
182.13068	C11H18O2	LMFA01030615
182.13068	C11H18O2	LMFA01030616
182.13068	C11H18O2	LMFA01030617
182.13068	C11H18O2	LMFA01030618
334.150741	C16H31BrO2	LMFA01030674
350.08814	C18H23BrO2	LMFA01030675
350.08814	C18H23BrO2	LMFA01030676
316.14633	C22H20O2	LMFA01030677
320.17763	C22H24O2	LMFA01030678
320.17763	C22H24O2	LMFA01030679
324.20893	C22H28O2	LMFA01030680
324.20893	C22H28O2	LMFA01030681
324.20893	C22H28O2	LMFA01030682
328.240231	C22H32O2	LMFA01030683
328.240231	C22H32O2	LMFA01030684
328.240231	C22H32O2	LMFA01030685
336.302831	C22H40O2	LMFA01030686
304.240231	C20H32O2	LMFA01030687
304.240231	C20H32O2	LMFA01030688
304.240231	C20H32O2	LMFA01030689
296.17763	C20H24O2	LMFA01030690
296.17763	C20H24O2	LMFA01030691
300.20893	C20H28O2	LMFA01030692
302.224581	C20H30O2	LMFA01030693
302.224581	C20H30O2	LMFA01030694
302.224581	C20H30O2	LMFA01030695
300.20893	C20H28O2	LMFA01030696
300.20893	C20H28O2	LMFA01030697
300.20893	C20H28O2	LMFA01030698
300.20893	C20H28O2	LMFA01030699
310.287181	C20H38O2	LMFA01030700
402.349781	C27H46O2	LMFA01030701
250.19328	C16H26O2	LMFA01030702
244.14633	C16H20O2	LMFA01030703
242.13068	C16H18O2	LMFA01030704
242.13068	C16H18O2	LMFA01030705
244.14633	C16H20O2	LMFA01030706
180.078645	C10H12O3	LMFA01030707
180.078645	C10H12O3	LMFA01030708
180.078645	C10H12O3	LMFA01030709
178.062995	C10H10O3	LMFA01030710
178.062995	C10H10O3	LMFA01030711
178.062995	C10H10O3	LMFA01030712
178.062995	C10H10O3	LMFA01030713
176.047345	C10H8O3	LMFA01030714
318.219496	C20H30O3	LMFA01030717
320.235146	C20H32O3	LMFA01030719
164.047345	C9H8O3	LMFA01030721
164.047345	C9H8O3	LMFA01030722
280.109945	C18H16O3	LMFA01030723
280.109945	C18H16O3	LMFA01030724
280.109945	C18H16O3	LMFA01030725
422.412381	C28H54O2	LMFA01030733
276.20893	C18H28O2	LMFA01030734
276.20893	C18H28O2	LMFA01030735
268.14633	C18H20O2	LMFA01030736
274.19328	C18H26O2	LMFA01030737
274.19328	C18H26O2	LMFA01030738
274.19328	C18H26O2	LMFA01030739
274.19328	C18H26O2	LMFA01030740
278.224581	C18H30O2	LMFA01030741
278.224581	C18H30O2	LMFA01030742
134.03678	C8H6O2	LMFA01030743
134.03678	C8H6O2	LMFA01030744
374.318481	C25H42O2	LMFA01030745
344.17763	C24H24O2	LMFA01030746
348.20893	C24H28O2	LMFA01030747
350.209326	C20H30O5	LMFA01030748
352.224976	C20H32O5	LMFA01030749
406.381081	C27H50O2	LMFA01030750
174.06808	C11H10O2	LMFA01030751
174.06808	C11H10O2	LMFA01030752
172.05243	C11H8O2	LMFA01030753
172.05243	C11H8O2	LMFA01030754
264.20893	C17H28O2	LMFA01030756
302.224581	C20H30O2	LMFA01030759
302.224581	C20H30O2	LMFA01030760
307.255455	C20H25(2)H5O2	LMFA01030761
333.271105	C22H27(2)H5O2	LMFA01030762
287.286755	C18H29(2)H5O2	LMFA01030763
276.20893	C18H28O2	LMFA01030764
306.255881	C20H34O2	LMFA01030765
254.224581	C16H30O2	LMFA01030766
306.255881	C20H34O2	LMFA01030767
198.16198	C12H22O2	LMFA01030768
196.14633	C12H20O2	LMFA01030769
226.19328	C14H26O2	LMFA01030770
226.19328	C14H26O2	LMFA01030771
198.16198	C12H22O2	LMFA01030772
278.224581	C18H30O2	LMFA01030773
280.240231	C18H32O2	LMFA01030774
278.224581	C18H30O2	LMFA01030775
278.224581	C18H30O2	LMFA01030776
278.224581	C18H30O2	LMFA01030777
278.224581	C18H30O2	LMFA01030778
114.06808	C6H10O2	LMFA01030779
170.13068	C10H18O2	LMFA01030780
124.05243	C7H8O2	LMFA01030781
124.05243	C7H8O2	LMFA01030782
162.06808	C10H10O2	LMFA01030783
168.11503	C10H16O2	LMFA01030784
184.14633	C11H20O2	LMFA01030785
184.14633	C11H20O2	LMFA01030786
212.141245	C12H20O3	LMFA01030787
198.16198	C12H22O2	LMFA01030788
224.17763	C14H24O2	LMFA01030789
238.19328	C15H26O2	LMFA01030790
114.06808	C6H10O2	LMFA01030791
126.06808	C7H10O2	LMFA01030792
128.08373	C7H12O2	LMFA01030793
128.08373	C7H12O2	LMFA01030794
140.08373	C8H12O2	LMFA01030795
142.09938	C8H14O2	LMFA01030796
142.09938	C8H14O2	LMFA01030797
142.09938	C8H14O2	LMFA01030798
142.09938	C8H14O2	LMFA01030799
142.09938	C8H14O2	LMFA01030800
156.11503	C9H16O2	LMFA01030801
156.11503	C9H16O2	LMFA01030802
356.271531	C24H36O2	LMFA01030804
360.302831	C24H40O2	LMFA01030805
252.20893	C16H28O2	LMFA01030806
252.20893	C16H28O2	LMFA01030807
254.224581	C16H30O2	LMFA01030808
284.26493	C18H28(2)H4O2	LMFA01030809
284.26823	C18H32(2)H2O2	LMFA01030810
408.302831	C28H40O2	LMFA01030811
280.240231	C18H32O2	LMFA01030812
276.20893	C18H28O2	LMFA01030813
252.20893	C16H28O2	LMFA01030814
278.224581	C18H30O2	LMFA01030815
304.240231	C20H32O2	LMFA01030816
304.240231	C20H32O2	LMFA01030817
304.240231	C20H32O2	LMFA01030818
360.302831	C24H40O2	LMFA01030819
358.287181	C24H38O2	LMFA01030820
358.287181	C24H38O2	LMFA01030821
356.271531	C24H36O2	LMFA01030822
316.240231	C21H32O2	LMFA01030823
388.334131	C26H44O2	LMFA01030824
416.365431	C28H48O2	LMFA01030825
444.396731	C30H52O2	LMFA01030826
472.428031	C32H56O2	LMFA01030827
500.459331	C34H60O2	LMFA01030828
528.490631	C36H64O2	LMFA01030829
556.521931	C38H68O2	LMFA01030830
386.318481	C26H42O2	LMFA01030831
414.349781	C28H46O2	LMFA01030832
442.381081	C30H50O2	LMFA01030833
470.412381	C32H54O2	LMFA01030834
498.443681	C34H58O2	LMFA01030835
526.474981	C36H62O2	LMFA01030836
554.506281	C38H66O2	LMFA01030837
384.302831	C26H40O2	LMFA01030838
412.334131	C28H44O2	LMFA01030839
440.365431	C30H48O2	LMFA01030840
468.396731	C32H52O2	LMFA01030841
496.428031	C34H56O2	LMFA01030842
524.459331	C36H60O2	LMFA01030843
552.490631	C38H64O2	LMFA01030844
386.318481	C26H42O2	LMFA01030845
414.349781	C28H46O2	LMFA01030846
442.381081	C30H50O2	LMFA01030847
470.412381	C32H54O2	LMFA01030848
498.443681	C34H58O2	LMFA01030849
526.474981	C36H62O2	LMFA01030850
554.506281	C38H66O2	LMFA01030851
354.255881	C24H34O2	LMFA01030852
342.255881	C23H34O2	LMFA01030853
254.224581	C16H30O2	LMFA01030854
240.20893	C15H28O2	LMFA01030855
268.240231	C17H32O2	LMFA01030856
296.271531	C19H36O2	LMFA01030857
310.287181	C20H38O2	LMFA01030858
308.271531	C20H36O2	LMFA01030859
308.271531	C20H36O2	LMFA01030860
336.302831	C22H40O2	LMFA01030861
322.287181	C21H38O2	LMFA01030862
306.255881	C20H34O2	LMFA01030863
320.271531	C21H36O2	LMFA01030864
308.271531	C20H36O2	LMFA01030865
240.20893	C15H28O2	LMFA01030866
308.271531	C20H36O2	LMFA01030867
322.287181	C21H38O2	LMFA01030868
250.19328	C16H26O2	LMFA01030869
248.17763	C16H24O2	LMFA01030870
304.240231	C20H32O2	LMFA01030871
446.412381	C30H54O2	LMFA01030872
394.381081	C26H50O2	LMFA01030873
394.381081	C26H50O2	LMFA01030874
450.443681	C30H58O2	LMFA01030875
392.365431	C26H48O2	LMFA01030876
420.396731	C28H52O2	LMFA01030877
418.381081	C28H50O2	LMFA01030878
448.428031	C30H56O2	LMFA01030879
282.255881	C18H34O2	LMFA01030880
282.255881	C18H34O2	LMFA01030881
282.255881	C18H34O2	LMFA01030882
278.224581	C18H30O2	LMFA01030883
390.349781	C26H46O2	LMFA01030884
296.271531	C19H36O2	LMFA01030885
296.271531	C19H36O2	LMFA01030886
296.271531	C19H36O2	LMFA01030887
434.412381	C29H54O2	LMFA01030888
484.291591	C27H49BrO2	LMFA01030889
498.307241	C28H51BrO2	LMFA01030890
512.322891	C29H53BrO2	LMFA01030891
212.17763	C13H24O2	LMFA01030892
254.224581	C16H30O2	LMFA01030893
254.224581	C16H30O2	LMFA01030894
282.255881	C18H34O2	LMFA01030895
224.17763	C14H24O2	LMFA01030897
308.271531	C20H36O2	LMFA01030898
294.255881	C19H34O2	LMFA01030899
308.271531	C20H36O2	LMFA01030900
364.334131	C24H44O2	LMFA01030901
362.318481	C24H42O2	LMFA01030902
404.365431	C27H48O2	LMFA01030903
432.396731	C29H52O2	LMFA01030904
304.240231	C20H32O2	LMFA01030905
304.240231	C20H32O2	LMFA01030906
268.240231	C17H32O2	LMFA01030907
296.271531	C19H36O2	LMFA01030908
324.302831	C21H40O2	LMFA01030909
338.318481	C22H42O2	LMFA01030910
338.318481	C22H42O2	LMFA01030911
296.271531	C19H36O2	LMFA01030912
226.19328	C14H26O2	LMFA01030913
280.240231	C18H32O2	LMFA01030914
410.318481	C28H42O2	LMFA01030916
448.428031	C30H56O2	LMFA01030917
274.19328	C18H26O2	LMFA01030919
366.349781	C24H46O2	LMFA01030920
170.13068	C10H18O2	LMFA01030921
394.381081	C26H50O2	LMFA01030922
278.224581	C18H30O2	LMFA01030923
354.204241	C19H30O6	LMFA01040028
340.261361	C20H36O4	LMFA01040030
382.308311	C23H42O4	LMFA01040036
382.308311	C23H42O4	LMFA01040037
324.230061	C19H32O4	LMFA01040038
324.230061	C19H32O4	LMFA01040039
356.219891	C19H32O6	LMFA01040040
356.219891	C19H32O6	LMFA01040041
356.219891	C19H32O6	LMFA01040042
356.219891	C19H32O6	LMFA01040043
356.219891	C19H32O6	LMFA01040044
356.219891	C19H32O6	LMFA01040045
356.219891	C19H32O6	LMFA01040046
356.219891	C19H32O6	LMFA01040047
356.219891	C19H32O6	LMFA01040048
356.219891	C19H32O6	LMFA01040049
356.219891	C19H32O6	LMFA01040050
388.209721	C19H32O8	LMFA01040051
388.209721	C19H32O8	LMFA01040052
356.219891	C19H32O6	LMFA01040053
396.251191	C22H36O6	LMFA01040054
356.219891	C19H32O6	LMFA01040055
356.219891	C19H32O6	LMFA01040056
388.209721	C19H32O8	LMFA01040057
388.209721	C19H32O8	LMFA01040058
414.225371	C21H34O8	LMFA01040061
244.203846	C14H28O3	LMFA01050001
104.047345	C4H8O3	LMFA01050004
104.047345	C4H8O3	LMFA01050005
104.047345	C4H8O3	LMFA01050006
118.062995	C5H10O3	LMFA01050007
118.062995	C5H10O3	LMFA01050008
118.062995	C5H10O3	LMFA01050009
118.062995	C5H10O3	LMFA01050010
132.078645	C6H12O3	LMFA01050011
132.078645	C6H12O3	LMFA01050012
132.078645	C6H12O3	LMFA01050013
132.078645	C6H12O3	LMFA01050014
132.078645	C6H12O3	LMFA01050015
146.094295	C7H14O3	LMFA01050016
146.094295	C7H14O3	LMFA01050017
146.094295	C7H14O3	LMFA01050018
146.094295	C7H14O3	LMFA01050019
160.109945	C8H16O3	LMFA01050020
160.109945	C8H16O3	LMFA01050021
160.109945	C8H16O3	LMFA01050022
160.109945	C8H16O3	LMFA01050023
174.125595	C9H18O3	LMFA01050024
174.125595	C9H18O3	LMFA01050025
174.125595	C9H18O3	LMFA01050026
174.125595	C9H18O3	LMFA01050027
174.125595	C9H18O3	LMFA01050028
188.141245	C10H20O3	LMFA01050029
188.141245	C10H20O3	LMFA01050031
188.141245	C10H20O3	LMFA01050032
188.141245	C10H20O3	LMFA01050033
202.156895	C11H22O3	LMFA01050034
202.156895	C11H22O3	LMFA01050035
216.172545	C12H24O3	LMFA01050036
216.172545	C12H24O3	LMFA01050037
216.172545	C12H24O3	LMFA01050038
216.172545	C12H24O3	LMFA01050039
230.188195	C13H26O3	LMFA01050040
230.188195	C13H26O3	LMFA01050041
230.188195	C13H26O3	LMFA01050042
244.203846	C14H28O3	LMFA01050044
258.219496	C15H30O3	LMFA01050045
258.219496	C15H30O3	LMFA01050046
272.235146	C16H32O3	LMFA01050047
272.235146	C16H32O3	LMFA01050048
272.235146	C16H32O3	LMFA01050049
272.235146	C16H32O3	LMFA01050050
272.235146	C16H32O3	LMFA01050051
286.250796	C17H34O3	LMFA01050052
286.250796	C17H34O3	LMFA01050053
314.282096	C19H38O3	LMFA01050071
314.282096	C19H38O3	LMFA01050072
328.297746	C20H40O3	LMFA01050073
328.297746	C20H40O3	LMFA01050074
328.297746	C20H40O3	LMFA01050075
342.313396	C21H42O3	LMFA01050076
356.329046	C22H44O3	LMFA01050077
356.329046	C22H44O3	LMFA01050078
